[-3.25841e-07 , -3.09894e-07 , -2.63611e-07 , -1.91525e-07 , -1.00691e-07 , 1.4243e-14 , 1.00691e-07 , 1.91525e-07 , 2.63611e-07 , 3.09894e-07 , 3.25841e-07 , 3.09893e-07 , 2.63611e-07 , 1.91525e-07 , 1.0069e-07 , -3.14632e-13 , -1.00691e-07 , -1.91525e-07 , -2.63611e-07 , -3.09894e-07],
[-0.309017 , -0.293893 , -0.25 , -0.181636 , -0.0954916 , 1.35076e-08 , 0.0954916 , 0.181636 , 0.25 , 0.293893 , 0.309017 , 0.293893 , 0.25 , 0.181636 , 0.0954914 , -2.98387e-07 , -0.095492 , -0.181636 , -0.250001 , -0.293893],
[-0.587786 , -0.559017 , -0.475529 , -0.345492 , -0.181636 , 2.56929e-08 , 0.181636 , 0.345492 , 0.475529 , 0.559017 , 0.587786 , 0.559017 , 0.475528 , 0.345491 , 0.181635 , -5.67565e-07 , -0.181636 , -0.345492 , -0.475529 , -0.559018],
[-0.809017 , -0.769421 , -0.654509 , -0.475529 , -0.25 , 3.53633e-08 , 0.25 , 0.475528 , 0.654509 , 0.769421 , 0.809017 , 0.769421 , 0.654509 , 0.475528 , 0.249999 , -7.81187e-07 , -0.250001 , -0.475529 , -0.654509 , -0.769422],
[-0.951057 , -0.904509 , -0.769421 , -0.559017 , -0.293893 , 4.1572e-08 , 0.293893 , 0.559017 , 0.769421 , 0.904509 , 0.951057 , 0.904509 , 0.769421 , 0.559017 , 0.293892 , -9.1834e-07 , -0.293894 , -0.559018 , -0.769422 , -0.904509],
[-1 , -0.951057 , -0.809017 , -0.587785 , -0.309017 , 4.37114e-08 , 0.309017 , 0.587785 , 0.809017 , 0.951057 , 1 , 0.951056 , 0.809017 , 0.587785 , 0.309016 , -9.65599e-07 , -0.309018 , -0.587786 , -0.809018 , -0.951057],
[-0.951056 , -0.904508 , -0.769421 , -0.559017 , -0.293893 , 4.1572e-08 , 0.293893 , 0.559017 , 0.769421 , 0.904508 , 0.951056 , 0.904508 , 0.76942 , 0.559016 , 0.293892 , -9.18339e-07 , -0.293894 , -0.559018 , -0.769421 , -0.904509],
[-0.809016 , -0.76942 , -0.654508 , -0.475528 , -0.25 , 3.53632e-08 , 0.25 , 0.475528 , 0.654508 , 0.76942 , 0.809016 , 0.76942 , 0.654508 , 0.475527 , 0.249999 , -7.81185e-07 , -0.250001 , -0.475529 , -0.654509 , -0.769421],
[-0.587784 , -0.559016 , -0.475527 , -0.345491 , -0.181635 , 2.56929e-08 , 0.181635 , 0.345491 , 0.475527 , 0.559016 , 0.587784 , 0.559016 , 0.475527 , 0.345491 , 0.181635 , -5.67564e-07 , -0.181636 , -0.345491 , -0.475528 , -0.559016],
[-0.309016 , -0.293891 , -0.249999 , -0.181635 , -0.0954911 , 1.35075e-08 , 0.0954911 , 0.181635 , 0.249999 , 0.293891 , 0.309016 , 0.293891 , 0.249999 , 0.181635 , 0.0954908 , -2.98385e-07 , -0.0954914 , -0.181635 , -0.249999 , -0.293891],
